,r_spotId,title,area_code,Unnamed: 0,date,avgTemp,highTemp,lowTemp,rainProb,weather,datetime,month,weekday,season,Unnamed: 0.1,contentsid,predict
1731,193.0,소천지,5,48,2023-12-14,18.95833333333333,21,15,60,4,2023-12-14 00:00:00,December,3,winter,,,11.6313715
4187,466.0,혼인지,2,20,2023-12-13,14.5,16,12,30,4,2023-12-13 00:00:00,December,2,winter,,,11.61461
3918,436.0,하례감귤체험농장,0,3,2023-12-14,17.625,20,14,60,4,2023-12-14 00:00:00,December,3,winter,,,11.593369
354,40.0,그리스신화박물관,10,93,2023-12-14,16.833333333333332,19,12,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
3927,437.0,하모해수욕장,1,12,2023-12-14,17.625,19,14,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
2685,299.0,일출랜드,2,21,2023-12-14,17.875,20,14,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
66,8.0,가파도,1,12,2023-12-14,17.625,19,14,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
3315,369.0,제주해양동물박물관,2,21,2023-12-14,17.875,20,14,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
3495,389.0,지미봉,6,57,2023-12-14,16.833333333333332,19,13,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
4242,472.0,화순항,3,30,2023-12-14,17.791666666666668,19,14,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
3513,391.0,진지동굴,3,30,2023-12-14,17.791666666666668,19,14,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
3414,380.0,종달리해안도로,6,57,2023-12-14,16.833333333333332,19,13,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
4179,465.0,형제해안도로,1,12,2023-12-14,17.625,19,14,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
453,51.0,김영갑갤러리두모악,2,21,2023-12-14,17.875,20,14,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
921,103.0,문도지오름,10,93,2023-12-14,16.833333333333332,19,12,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
462,52.0,낙타트래킹,4,39,2023-12-14,17.75,20,14,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
3828,426.0,포도뮤지엄,3,30,2023-12-14,17.791666666666668,19,14,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
3036,338.0,제주양떼목장,7,66,2023-12-14,16.583333333333332,19,12,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
948,106.0,바리메오름,7,66,2023-12-14,16.583333333333332,19,12,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
624,70.0,대평포구,3,30,2023-12-14,17.791666666666668,19,14,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
1830,204.0,수산봉,7,66,2023-12-14,16.583333333333332,19,12,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
3774,420.0,토토아뜰리에,7,66,2023-12-14,16.583333333333332,19,12,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
1092,122.0,비양도,10,93,2023-12-14,16.833333333333332,19,12,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
2613,291.0,유채꽃프라자,4,39,2023-12-14,17.75,20,14,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
1182,132.0,사진놀이터,7,66,2023-12-14,16.583333333333332,19,12,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
1551,173.0,섭지코지전망대,2,21,2023-12-14,17.875,20,14,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
1020,114.0,별방진,6,57,2023-12-14,16.833333333333332,19,13,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
3693,411.0,큰노꼬메오름,7,66,2023-12-14,16.583333333333332,19,12,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
1146,128.0,사계항,3,30,2023-12-14,17.791666666666668,19,14,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
1056,118.0,붉은오름,4,39,2023-12-14,17.75,20,14,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
3891,433.0,하고수동해수욕장,2,21,2023-12-14,17.875,20,14,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
3648,406.0,초콜릿박물관,1,12,2023-12-14,17.625,19,14,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
498,56.0,노리매,1,12,2023-12-14,17.625,19,14,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
3612,402.0,청굴물,6,57,2023-12-14,16.833333333333332,19,13,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
2604,290.0,유민미술관,2,21,2023-12-14,17.875,20,14,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
1353,151.0,새별프렌즈,7,66,2023-12-14,16.583333333333332,19,12,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
426,48.0,김녕요트투어,6,57,2023-12-14,16.833333333333332,19,13,30,4,2023-12-14 00:00:00,December,3,winter,,,11.589211
510,57.0,노형수산시장,11,105,2023-12-17,5.0,6,4,90,4,2023-12-17 00:00:00,December,6,winter,,,11.588153
3483,388.0,중문회어시장,5,45,2023-12-11,18.416666666666668,20,16,89,4,2023-12-11 00:00:00,December,0,winter,,,11.586277
3912,435.0,하도해수욕장,6,60,2023-12-17,4.5,6,3,90,4,2023-12-17 00:00:00,December,6,winter,,,11.582204
4190,466.0,혼인지,2,23,2023-12-16,7.5,8,7,90,4,2023-12-16 00:00:00,December,5,winter,,,11.573874
3487,388.0,중문회어시장,5,49,2023-12-15,18.5,22,15,90,4,2023-12-15 00:00:00,December,4,winter,,,11.54523
1295,144.0,삼성혈,11,107,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,11.540845
3489,388.0,중문회어시장,5,51,2023-12-17,5.0,6,4,90,4,2023-12-17 00:00:00,December,6,winter,,,11.5316105
876,98.0,머체왓숲길,0,3,2023-12-14,17.625,20,14,60,4,2023-12-14 00:00:00,December,3,winter,,,11.531004
3558,396.0,차귀도포구,9,84,2023-12-14,17.416666666666668,19,13,60,4,2023-12-14 00:00:00,December,3,winter,,,11.525547
2808,313.0,제주도립김창열미술관,9,81,2023-12-11,16.666666666666668,19,14,60,4,2023-12-11 00:00:00,December,0,winter,,,11.520543
2317,258.0,오조포구,2,22,2023-12-15,19.5,21,18,90,4,2023-12-15 00:00:00,December,4,winter,,,11.514389
2117,236.0,알뜨르비행장,1,11,2023-12-13,13.5,16,10,30,4,2023-12-13 00:00:00,December,2,winter,,,11.506256
1736,193.0,소천지,5,53,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,11.500294
3233,360.0,제주제트중문점,5,47,2023-12-13,15.0,17,13,30,4,2023-12-13 00:00:00,December,2,winter,,,11.496689
2960,329.0,제주불빛정원,7,71,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,11.477155
3236,360.0,제주제트중문점,5,50,2023-12-16,8.0,8,8,90,4,2023-12-16 00:00:00,December,5,winter,,,11.455954
1571,175.0,성산세화해안도로,6,59,2023-12-16,7.5,8,7,90,4,2023-12-16 00:00:00,December,5,winter,,,11.454515
3703,412.0,클랭블루,9,85,2023-12-15,18.0,19,17,90,4,2023-12-15 00:00:00,December,4,winter,,,11.450309
3519,392.0,짱구네유채꽃밭,2,18,2023-12-11,17.75,20,15,65,4,2023-12-11 00:00:00,December,0,winter,,,11.429612
1477,165.0,서문공설시장,11,100,2023-12-12,12.791666666666666,14,12,60,4,2023-12-12 00:00:00,December,1,winter,,,11.427186
491,55.0,노루생태관찰원,11,104,2023-12-16,8.0,8,8,90,4,2023-12-16 00:00:00,December,5,winter,,,11.418624
1483,165.0,서문공설시장,11,106,2023-12-19,5.5,7,4,40,4,2023-12-19 00:00:00,December,1,winter,,,11.411498
1792,200.0,쇠소깍해변,5,46,2023-12-12,15.208333333333334,17,13,30,4,2023-12-12 00:00:00,December,1,winter,,,11.4060335
881,98.0,머체왓숲길,0,8,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,11.399926
317,36.0,궷물오름,7,65,2023-12-13,13.041666666666666,16,11,30,4,2023-12-13 00:00:00,December,2,winter,,,11.394821
2726,303.0,점보빌리지,3,35,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,11.391199
3977,442.0,한라산,11,107,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,11.387473
2503,279.0,원앙폭포,5,46,2023-12-12,15.208333333333334,17,13,30,4,2023-12-12 00:00:00,December,1,winter,,,11.386396
1278,143.0,삼무공원,11,99,2023-12-11,17.75,20,15,65,4,2023-12-11 00:00:00,December,0,winter,,,11.385786
3234,360.0,제주제트중문점,5,48,2023-12-14,18.95833333333333,21,15,60,4,2023-12-14 00:00:00,December,3,winter,,,11.384056
3873,431.0,플레이네이쳐,3,30,2023-12-14,17.791666666666668,19,14,30,4,2023-12-14 00:00:00,December,3,winter,,,11.383188
3823,425.0,평대리해수욕장,6,61,2023-12-19,4.5,7,2,40,4,2023-12-19 00:00:00,December,1,winter,,,11.36696
2319,258.0,오조포구,2,24,2023-12-17,4.5,6,3,90,4,2023-12-17 00:00:00,December,6,winter,,,11.361776
1527,170.0,선녀탕,5,51,2023-12-17,5.0,6,4,90,4,2023-12-17 00:00:00,December,6,winter,,,11.355508
320,36.0,궷물오름,7,68,2023-12-16,8.0,8,8,90,4,2023-12-16 00:00:00,December,5,winter,,,11.354086
1933,215.0,신양섭지해수욕장,2,25,2023-12-19,4.5,7,2,40,4,2023-12-19 00:00:00,December,1,winter,,,11.348014
1346,150.0,새별오름나홀로나무,7,68,2023-12-16,8.0,8,8,90,4,2023-12-16 00:00:00,December,5,winter,,,11.342794
2507,279.0,원앙폭포,5,50,2023-12-16,8.0,8,8,90,4,2023-12-16 00:00:00,December,5,winter,,,11.310085
4188,466.0,혼인지,2,21,2023-12-14,17.875,20,14,30,4,2023-12-14 00:00:00,December,3,winter,,,11.308951
2988,333.0,제주승마공원,7,63,2023-12-11,16.833333333333332,20,14,60,4,2023-12-11 00:00:00,December,0,winter,,,11.308151
3889,433.0,하고수동해수욕장,2,19,2023-12-12,13.5,15,12,30,4,2023-12-12 00:00:00,December,1,winter,,,11.262459
1549,173.0,섭지코지전망대,2,19,2023-12-12,13.5,15,12,30,4,2023-12-12 00:00:00,December,1,winter,,,11.262459
1036,116.0,보목포구,5,46,2023-12-12,15.208333333333334,17,13,30,4,2023-12-12 00:00:00,December,1,winter,,,11.262459
3169,353.0,제주올레7코스,5,46,2023-12-12,15.208333333333334,17,13,30,4,2023-12-12 00:00:00,December,1,winter,,,11.262459
4303,479.0,휴애리수국축제,0,1,2023-12-12,13.791666666666666,15,12,30,4,2023-12-12 00:00:00,December,1,winter,,,11.262459
3610,402.0,청굴물,6,55,2023-12-12,12.666666666666666,14,12,30,4,2023-12-12 00:00:00,December,1,winter,,,11.262459
3412,380.0,종달리해안도로,6,55,2023-12-12,12.666666666666666,14,12,30,4,2023-12-12 00:00:00,December,1,winter,,,11.262459
2710,302.0,저지오름,9,82,2023-12-12,12.583333333333334,14,11,30,4,2023-12-12 00:00:00,December,1,winter,,,11.262459
1666,186.0,세리월드,5,46,2023-12-12,15.208333333333334,17,13,30,4,2023-12-12 00:00:00,December,1,winter,,,11.262459
2143,239.0,액트몬제주중문점,5,46,2023-12-12,15.208333333333334,17,13,30,4,2023-12-12 00:00:00,December,1,winter,,,11.262459
3205,357.0,제주유리의성,9,82,2023-12-12,12.583333333333334,14,11,30,4,2023-12-12 00:00:00,December,1,winter,,,11.262459
1018,114.0,별방진,6,55,2023-12-12,12.666666666666666,14,12,30,4,2023-12-12 00:00:00,December,1,winter,,,11.262459
2008,224.0,싱계물공원,9,82,2023-12-12,12.583333333333334,14,11,30,4,2023-12-12 00:00:00,December,1,winter,,,11.262459
73,9.0,감귤박물관,5,46,2023-12-12,15.208333333333334,17,13,30,4,2023-12-12 00:00:00,December,1,winter,,,11.262459
3313,369.0,제주해양동물박물관,2,19,2023-12-12,13.5,15,12,30,4,2023-12-12 00:00:00,December,1,winter,,,11.262459
2431,271.0,용수리포구,9,82,2023-12-12,12.583333333333334,14,11,30,4,2023-12-12 00:00:00,December,1,winter,,,11.262459
3538,394.0,차귀도달래배낚시,9,82,2023-12-12,12.583333333333334,14,11,30,4,2023-12-12 00:00:00,December,1,winter,,,11.262459
19,3.0,5.16도로숲터널,0,1,2023-12-12,13.791666666666666,15,12,30,4,2023-12-12 00:00:00,December,1,winter,,,11.262459
2602,290.0,유민미술관,2,19,2023-12-12,13.5,15,12,30,4,2023-12-12 00:00:00,December,1,winter,,,11.262459
1882,210.0,"숨,도",5,46,2023-12-12,15.208333333333334,17,13,30,4,2023-12-12 00:00:00,December,1,winter,,,11.262459
3808,424.0,퍼시픽리솜,5,46,2023-12-12,15.208333333333334,17,13,30,4,2023-12-12 00:00:00,December,1,winter,,,11.262459
3493,389.0,지미봉,6,55,2023-12-12,12.666666666666666,14,12,30,4,2023-12-12 00:00:00,December,1,winter,,,11.262459
2683,299.0,일출랜드,2,19,2023-12-12,13.5,15,12,30,4,2023-12-12 00:00:00,December,1,winter,,,11.262459
703,79.0,돈내코유원지,5,46,2023-12-12,15.208333333333334,17,13,30,4,2023-12-12 00:00:00,December,1,winter,,,11.262459
4321,481.0,힐링카약파크비체올린,9,82,2023-12-12,12.583333333333334,14,11,30,4,2023-12-12 00:00:00,December,1,winter,,,11.262459
109,13.0,강정포구,5,46,2023-12-12,15.208333333333334,17,13,30,4,2023-12-12 00:00:00,December,1,winter,,,11.262459
1378,154.0,생각하는정원,9,82,2023-12-12,12.583333333333334,14,11,30,4,2023-12-12 00:00:00,December,1,winter,,,11.262459
451,51.0,김영갑갤러리두모악,2,19,2023-12-12,13.5,15,12,30,4,2023-12-12 00:00:00,December,1,winter,,,11.262459
3529,393.0,차귀도,9,82,2023-12-12,12.583333333333334,14,11,30,4,2023-12-12 00:00:00,December,1,winter,,,11.262459
424,48.0,김녕요트투어,6,55,2023-12-12,12.666666666666666,14,12,30,4,2023-12-12 00:00:00,December,1,winter,,,11.262459
604,68.0,대유랜드,5,46,2023-12-12,15.208333333333334,17,13,30,4,2023-12-12 00:00:00,December,1,winter,,,11.262459
1855,207.0,수월봉전기자전거,9,82,2023-12-12,12.583333333333334,14,11,30,4,2023-12-12 00:00:00,December,1,winter,,,11.262459
2811,313.0,제주도립김창열미술관,9,84,2023-12-14,17.416666666666668,19,13,60,4,2023-12-14 00:00:00,December,3,winter,,,11.257233
1098,123.0,비양도선착장,10,90,2023-12-11,16.583333333333332,19,14,60,4,2023-12-11 00:00:00,December,0,winter,,,11.241481
2991,333.0,제주승마공원,7,66,2023-12-14,16.583333333333332,19,12,30,4,2023-12-14 00:00:00,December,3,winter,,,11.238492
3561,396.0,차귀도포구,9,87,2023-12-17,5.0,6,4,90,4,2023-12-17 00:00:00,December,6,winter,,,11.237614
2820,314.0,제주도립미술관,11,102,2023-12-14,16.25,18,13,30,4,2023-12-14 00:00:00,December,3,winter,,,11.227834
3576,398.0,천왕사,11,102,2023-12-14,16.25,18,13,30,4,2023-12-14 00:00:00,December,3,winter,,,11.227834
2190,244.0,어영소공원,11,102,2023-12-14,16.25,18,13,30,4,2023-12-14 00:00:00,December,3,winter,,,11.227834
2181,243.0,어승생악,11,102,2023-12-14,16.25,18,13,30,4,2023-12-14 00:00:00,December,3,winter,,,11.227834
3567,397.0,창꼼,8,75,2023-12-14,16.125,18,13,30,4,2023-12-14 00:00:00,December,3,winter,,,11.227834
1272,142.0,삼다수숲길,8,75,2023-12-14,16.125,18,13,30,4,2023-12-14 00:00:00,December,3,winter,,,11.227834
2901,323.0,제주민속오일장입구,11,102,2023-12-14,16.25,18,13,30,4,2023-12-14 00:00:00,December,3,winter,,,11.227834
4026,448.0,한라생태숲,11,102,2023-12-14,16.25,18,13,30,4,2023-12-14 00:00:00,December,3,winter,,,11.227834
138,16.0,거문오름탐방안내소,8,75,2023-12-14,16.125,18,13,30,4,2023-12-14 00:00:00,December,3,winter,,,11.227834
2856,318.0,제주러브랜드,11,102,2023-12-14,16.25,18,13,30,4,2023-12-14 00:00:00,December,3,winter,,,11.227834
2622,292.0,이승악오름,11,102,2023-12-14,16.25,18,13,30,4,2023-12-14 00:00:00,December,3,winter,,,11.227834
3369,375.0,조천함덕해안도로,8,75,2023-12-14,16.125,18,13,30,4,2023-12-14 00:00:00,December,3,winter,,,11.227834
2766,308.0,제주4.3평화공원,11,102,2023-12-14,16.25,18,13,30,4,2023-12-14 00:00:00,December,3,winter,,,11.227834
1164,130.0,사라봉공원,11,102,2023-12-14,16.25,18,13,30,4,2023-12-14 00:00:00,December,3,winter,,,11.227834
2127,237.0,알작지,11,102,2023-12-14,16.25,18,13,30,4,2023-12-14 00:00:00,December,3,winter,,,11.227834
3675,409.0,캐니언파크제주,11,102,2023-12-14,16.25,18,13,30,4,2023-12-14 00:00:00,December,3,winter,,,11.227834
1506,168.0,서프라이즈테마파크,8,75,2023-12-14,16.125,18,13,30,4,2023-12-14 00:00:00,December,3,winter,,,11.227834
822,92.0,렛츠런파크제주,8,75,2023-12-14,16.125,18,13,30,4,2023-12-14 00:00:00,December,3,winter,,,11.227834
3720,414.0,탑동광장,11,102,2023-12-14,16.25,18,13,30,4,2023-12-14 00:00:00,December,3,winter,,,11.227834
2442,272.0,용연계곡,11,102,2023-12-14,16.25,18,13,30,4,2023-12-14 00:00:00,December,3,winter,,,11.227834
750,84.0,동백동산,8,75,2023-12-14,16.125,18,13,30,4,2023-12-14 00:00:00,December,3,winter,,,11.227834
2649,295.0,이호랜드방파제등대,11,102,2023-12-14,16.25,18,13,30,4,2023-12-14 00:00:00,December,3,winter,,,11.227834
813,91.0,레포츠공원,11,102,2023-12-14,16.25,18,13,30,4,2023-12-14 00:00:00,December,3,winter,,,11.227834
695,78.0,돈내코계곡,5,47,2023-12-13,15.0,17,13,30,4,2023-12-13 00:00:00,December,2,winter,,,11.215854
716,80.0,돌하르방미술관,8,77,2023-12-16,8.0,8,8,90,4,2023-12-16 00:00:00,December,5,winter,,,11.214974
2118,236.0,알뜨르비행장,1,12,2023-12-14,17.625,19,14,30,4,2023-12-14 00:00:00,December,3,winter,,,11.200598
3458,385.0,중문승마공원,5,47,2023-12-13,15.0,17,13,30,4,2023-12-13 00:00:00,December,2,winter,,,11.184891
4062,452.0,한림민속오일시장,10,93,2023-12-14,16.833333333333332,19,12,30,4,2023-12-14 00:00:00,December,3,winter,,,11.175643
698,78.0,돈내코계곡,5,50,2023-12-16,8.0,8,8,90,4,2023-12-16 00:00:00,December,5,winter,,,11.175118
230,26.0,고흐의정원,2,23,2023-12-16,7.5,8,7,90,4,2023-12-16 00:00:00,December,5,winter,,,11.172522
1942,216.0,신창풍차해안,9,88,2023-12-19,6.0,7,5,40,4,2023-12-19 00:00:00,December,1,winter,,,11.171395
3521,392.0,짱구네유채꽃밭,2,20,2023-12-13,14.5,16,12,30,4,2023-12-13 00:00:00,December,2,winter,,,11.144422
2506,279.0,원앙폭포,5,49,2023-12-15,18.5,22,15,90,4,2023-12-15 00:00:00,December,4,winter,,,11.132502
3705,412.0,클랭블루,9,87,2023-12-17,5.0,6,4,90,4,2023-12-17 00:00:00,December,6,winter,,,11.126653
1480,165.0,서문공설시장,11,103,2023-12-15,18.5,22,15,90,4,2023-12-15 00:00:00,December,4,winter,,,11.114756
2120,236.0,알뜨르비행장,1,14,2023-12-16,8.0,8,8,90,4,2023-12-16 00:00:00,December,5,winter,,,11.109936
3524,392.0,짱구네유채꽃밭,2,23,2023-12-16,7.5,8,7,90,4,2023-12-16 00:00:00,December,5,winter,,,11.103686
2815,313.0,제주도립김창열미술관,9,88,2023-12-19,6.0,7,5,40,4,2023-12-19 00:00:00,December,1,winter,,,11.100495
318,36.0,궷물오름,7,66,2023-12-14,16.583333333333332,19,12,30,4,2023-12-14 00:00:00,December,3,winter,,,11.089163
1445,161.0,서귀포칠십리공원,5,50,2023-12-16,8.0,8,8,90,4,2023-12-16 00:00:00,December,5,winter,,,11.088916
1568,175.0,성산세화해안도로,6,56,2023-12-13,13.583333333333334,15,11,30,4,2023-12-13 00:00:00,December,2,winter,,,11.087959
1522,170.0,선녀탕,5,46,2023-12-12,15.208333333333334,17,13,30,4,2023-12-12 00:00:00,December,1,winter,,,11.063048
1038,116.0,보목포구,5,48,2023-12-14,18.95833333333333,21,15,60,4,2023-12-14 00:00:00,December,3,winter,,,11.06199
3531,393.0,차귀도,9,84,2023-12-14,17.416666666666668,19,13,60,4,2023-12-14 00:00:00,December,3,winter,,,11.06199
2433,271.0,용수리포구,9,84,2023-12-14,17.416666666666668,19,13,60,4,2023-12-14 00:00:00,December,3,winter,,,11.06199
3171,353.0,제주올레7코스,5,48,2023-12-14,18.95833333333333,21,15,60,4,2023-12-14 00:00:00,December,3,winter,,,11.06199
1380,154.0,생각하는정원,9,84,2023-12-14,17.416666666666668,19,13,60,4,2023-12-14 00:00:00,December,3,winter,,,11.06199
1857,207.0,수월봉전기자전거,9,84,2023-12-14,17.416666666666668,19,13,60,4,2023-12-14 00:00:00,December,3,winter,,,11.06199
4305,479.0,휴애리수국축제,0,3,2023-12-14,17.625,20,14,60,4,2023-12-14 00:00:00,December,3,winter,,,11.06199
606,68.0,대유랜드,5,48,2023-12-14,18.95833333333333,21,15,60,4,2023-12-14 00:00:00,December,3,winter,,,11.06199
705,79.0,돈내코유원지,5,48,2023-12-14,18.95833333333333,21,15,60,4,2023-12-14 00:00:00,December,3,winter,,,11.06199
111,13.0,강정포구,5,48,2023-12-14,18.95833333333333,21,15,60,4,2023-12-14 00:00:00,December,3,winter,,,11.06199
1668,186.0,세리월드,5,48,2023-12-14,18.95833333333333,21,15,60,4,2023-12-14 00:00:00,December,3,winter,,,11.06199
3540,394.0,차귀도달래배낚시,9,84,2023-12-14,17.416666666666668,19,13,60,4,2023-12-14 00:00:00,December,3,winter,,,11.06199
2010,224.0,싱계물공원,9,84,2023-12-14,17.416666666666668,19,13,60,4,2023-12-14 00:00:00,December,3,winter,,,11.06199
75,9.0,감귤박물관,5,48,2023-12-14,18.95833333333333,21,15,60,4,2023-12-14 00:00:00,December,3,winter,,,11.06199
2712,302.0,저지오름,9,84,2023-12-14,17.416666666666668,19,13,60,4,2023-12-14 00:00:00,December,3,winter,,,11.06199
2145,239.0,액트몬제주중문점,5,48,2023-12-14,18.95833333333333,21,15,60,4,2023-12-14 00:00:00,December,3,winter,,,11.06199
1884,210.0,"숨,도",5,48,2023-12-14,18.95833333333333,21,15,60,4,2023-12-14 00:00:00,December,3,winter,,,11.06199
3810,424.0,퍼시픽리솜,5,48,2023-12-14,18.95833333333333,21,15,60,4,2023-12-14 00:00:00,December,3,winter,,,11.06199
21,3.0,5.16도로숲터널,0,3,2023-12-14,17.625,20,14,60,4,2023-12-14 00:00:00,December,3,winter,,,11.06199
3207,357.0,제주유리의성,9,84,2023-12-14,17.416666666666668,19,13,60,4,2023-12-14 00:00:00,December,3,winter,,,11.06199
4323,481.0,힐링카약파크비체올린,9,84,2023-12-14,17.416666666666668,19,13,60,4,2023-12-14 00:00:00,December,3,winter,,,11.06199
1034,115.0,보롬왓,4,44,2023-12-20,5.0,8,2,40,4,2023-12-20 00:00:00,December,2,winter,,,11.059172
4092,455.0,한림항도선대합실,10,96,2023-12-17,5.0,6,4,90,4,2023-12-17 00:00:00,December,6,winter,,,11.053006
48,6.0,M1971요트투어,1,12,2023-12-14,17.625,19,14,30,4,2023-12-14 00:00:00,December,3,winter,,,11.041147
2812,313.0,제주도립김창열미술관,9,85,2023-12-15,18.0,19,17,90,4,2023-12-15 00:00:00,December,4,winter,,,11.027579
2990,333.0,제주승마공원,7,65,2023-12-13,13.041666666666666,16,11,30,4,2023-12-13 00:00:00,December,2,winter,,,11.022961
89,10.0,감따남,5,53,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,11.008684
3051,340.0,제주올레10코스,1,9,2023-12-11,16.833333333333332,19,14,60,4,2023-12-11 00:00:00,December,0,winter,,,10.988586
2993,333.0,제주승마공원,7,68,2023-12-16,8.0,8,8,90,4,2023-12-16 00:00:00,December,5,winter,,,10.982225
4186,466.0,혼인지,2,19,2023-12-12,13.5,15,12,30,4,2023-12-12 00:00:00,December,1,winter,,,10.982199
1796,200.0,쇠소깍해변,5,50,2023-12-16,8.0,8,8,90,4,2023-12-16 00:00:00,December,5,winter,,,10.974579
2972,331.0,제주세계자연유산센터,8,74,2023-12-13,13.25,15,11,30,4,2023-12-13 00:00:00,December,2,winter,,,10.961904
1100,123.0,비양도선착장,10,92,2023-12-13,12.875,16,10,30,4,2023-12-13 00:00:00,December,2,winter,,,10.95629
95,11.0,강정마을해안도로,5,50,2023-12-16,8.0,8,8,90,4,2023-12-16 00:00:00,December,5,winter,,,10.940029
3374,375.0,조천함덕해안도로,8,80,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,10.930912
80,9.0,감귤박물관,5,53,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,10.930912
1511,168.0,서프라이즈테마파크,8,80,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,10.930912
2015,224.0,싱계물공원,9,89,2023-12-20,6.5,8,5,40,4,2023-12-20 00:00:00,December,2,winter,,,10.930912
3419,380.0,종달리해안도로,6,62,2023-12-20,5.0,8,2,40,4,2023-12-20 00:00:00,December,2,winter,,,10.930912
1862,207.0,수월봉전기자전거,9,89,2023-12-20,6.5,8,5,40,4,2023-12-20 00:00:00,December,2,winter,,,10.930912
953,106.0,바리메오름,7,71,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,10.930912
2195,244.0,어영소공원,11,107,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,10.930912
3041,338.0,제주양떼목장,7,71,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,10.930912
467,52.0,낙타트래킹,4,44,2023-12-20,5.0,8,2,40,4,2023-12-20 00:00:00,December,2,winter,,,10.930912
3212,357.0,제주유리의성,9,89,2023-12-20,6.5,8,5,40,4,2023-12-20 00:00:00,December,2,winter,,,10.930912
710,79.0,돈내코유원지,5,53,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,10.930912
71,8.0,가파도,1,17,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,10.930912
1187,132.0,사진놀이터,7,71,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,10.930912
26,3.0,5.16도로숲터널,0,8,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,10.930912
4247,472.0,화순항,3,35,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,10.930912
2618,291.0,유채꽃프라자,4,44,2023-12-20,5.0,8,2,40,4,2023-12-20 00:00:00,December,2,winter,,,10.930912
2447,272.0,용연계곡,11,107,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,10.930912
2771,308.0,제주4.3평화공원,11,107,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,10.930912
2609,290.0,유민미술관,2,26,2023-12-20,5.0,8,2,40,4,2023-12-20 00:00:00,December,2,winter,,,10.930912
2186,243.0,어승생악,11,107,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,10.930912
2690,299.0,일출랜드,2,26,2023-12-20,5.0,8,2,40,4,2023-12-20 00:00:00,December,2,winter,,,10.930912
