,r_spotId,title,area_code,Unnamed: 0,date,avgTemp,highTemp,lowTemp,rainProb,weather,datetime,month,weekday,season,Unnamed: 0.1,contentsid,predict
741,83.0,동문재래시장,11,102,2023-12-14,16.25,18,13,30,4,2023-12-14 00:00:00,December,3,winter,,,907.49677
1400,156.0,서귀포매일올레시장,5,50,2023-12-16,8.0,8,8,90,4,2023-12-16 00:00:00,December,5,winter,,,894.7247
740,83.0,동문재래시장,11,101,2023-12-13,13.333333333333334,16,11,30,4,2023-12-13 00:00:00,December,2,winter,,,871.32025
739,83.0,동문재래시장,11,100,2023-12-12,12.791666666666666,14,12,60,4,2023-12-12 00:00:00,December,1,winter,,,867.1265
743,83.0,동문재래시장,11,104,2023-12-16,8.0,8,8,90,4,2023-12-16 00:00:00,December,5,winter,,,830.0521
746,83.0,동문재래시장,11,107,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,799.7835
738,83.0,동문재래시장,11,99,2023-12-11,17.75,20,15,65,4,2023-12-11 00:00:00,December,0,winter,,,783.65076
745,83.0,동문재래시장,11,106,2023-12-19,5.5,7,4,40,4,2023-12-19 00:00:00,December,1,winter,,,782.3016
742,83.0,동문재래시장,11,103,2023-12-15,18.5,22,15,90,4,2023-12-15 00:00:00,December,4,winter,,,779.3588
1399,156.0,서귀포매일올레시장,5,49,2023-12-15,18.5,22,15,90,4,2023-12-15 00:00:00,December,4,winter,,,761.8743
1396,156.0,서귀포매일올레시장,5,46,2023-12-12,15.208333333333334,17,13,30,4,2023-12-12 00:00:00,December,1,winter,,,761.6107
1397,156.0,서귀포매일올레시장,5,47,2023-12-13,15.0,17,13,30,4,2023-12-13 00:00:00,December,2,winter,,,757.1642
1395,156.0,서귀포매일올레시장,5,45,2023-12-11,18.416666666666668,20,16,89,4,2023-12-11 00:00:00,December,0,winter,,,753.1665
1398,156.0,서귀포매일올레시장,5,48,2023-12-14,18.95833333333333,21,15,60,4,2023-12-14 00:00:00,December,3,winter,,,741.8297
744,83.0,동문재래시장,11,105,2023-12-17,5.0,6,4,90,4,2023-12-17 00:00:00,December,6,winter,,,732.04877
1403,156.0,서귀포매일올레시장,5,53,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,718.54425
1402,156.0,서귀포매일올레시장,5,52,2023-12-19,5.5,7,4,40,4,2023-12-19 00:00:00,December,1,winter,,,718.3952
1401,156.0,서귀포매일올레시장,5,51,2023-12-17,5.0,6,4,90,4,2023-12-17 00:00:00,December,6,winter,,,709.261
2048,228.0,아르떼뮤지엄제주,7,68,2023-12-16,8.0,8,8,90,4,2023-12-16 00:00:00,December,5,winter,,,677.6235
4117,458.0,함덕해수욕장,8,76,2023-12-15,18.5,22,15,90,4,2023-12-15 00:00:00,December,4,winter,,,533.131
4113,458.0,함덕해수욕장,8,72,2023-12-11,16.666666666666668,18,14,61,4,2023-12-11 00:00:00,December,0,winter,,,488.2573
4115,458.0,함덕해수욕장,8,74,2023-12-13,13.25,15,11,30,4,2023-12-13 00:00:00,December,2,winter,,,482.50165
4116,458.0,함덕해수욕장,8,75,2023-12-14,16.125,18,13,30,4,2023-12-14 00:00:00,December,3,winter,,,482.30447
4114,458.0,함덕해수욕장,8,73,2023-12-12,12.416666666666666,14,12,60,4,2023-12-12 00:00:00,December,1,winter,,,479.7989
1586,177.0,성산일출봉,2,20,2023-12-13,14.5,16,12,30,4,2023-12-13 00:00:00,December,2,winter,,,476.2403
1587,177.0,성산일출봉,2,21,2023-12-14,17.875,20,14,30,4,2023-12-14 00:00:00,December,3,winter,,,475.9347
1585,177.0,성산일출봉,2,19,2023-12-12,13.5,15,12,30,4,2023-12-12 00:00:00,December,1,winter,,,472.20673
1584,177.0,성산일출봉,2,18,2023-12-11,17.75,20,15,65,4,2023-12-11 00:00:00,December,0,winter,,,471.4116
1592,177.0,성산일출봉,2,26,2023-12-20,5.0,8,2,40,4,2023-12-20 00:00:00,December,2,winter,,,469.88495
1591,177.0,성산일출봉,2,25,2023-12-19,4.5,7,2,40,4,2023-12-19 00:00:00,December,1,winter,,,465.85138
2049,228.0,아르떼뮤지엄제주,7,69,2023-12-17,5.0,6,4,90,4,2023-12-17 00:00:00,December,6,winter,,,436.8854
2044,228.0,아르떼뮤지엄제주,7,64,2023-12-12,12.041666666666666,14,11,60,4,2023-12-12 00:00:00,December,1,winter,,,436.46576
4169,464.0,협재해수욕장,10,92,2023-12-13,12.875,16,10,30,4,2023-12-13 00:00:00,December,2,winter,,,431.2358
4167,464.0,협재해수욕장,10,90,2023-12-11,16.583333333333332,19,14,60,4,2023-12-11 00:00:00,December,0,winter,,,429.27994
4170,464.0,협재해수욕장,10,93,2023-12-14,16.833333333333332,19,12,30,4,2023-12-14 00:00:00,December,3,winter,,,424.23352
2050,228.0,아르떼뮤지엄제주,7,70,2023-12-19,5.5,7,4,40,4,2023-12-19 00:00:00,December,1,winter,,,402.3504
2051,228.0,아르떼뮤지엄제주,7,71,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,400.98538
4171,464.0,협재해수욕장,10,94,2023-12-15,18.0,19,17,90,4,2023-12-15 00:00:00,December,4,winter,,,400.64575
2047,228.0,아르떼뮤지엄제주,7,67,2023-12-15,18.5,22,15,90,4,2023-12-15 00:00:00,December,4,winter,,,389.69843
2046,228.0,아르떼뮤지엄제주,7,66,2023-12-14,16.583333333333332,19,12,30,4,2023-12-14 00:00:00,December,3,winter,,,380.78888
4168,464.0,협재해수욕장,10,91,2023-12-12,12.208333333333334,14,11,60,4,2023-12-12 00:00:00,December,1,winter,,,379.5015
2043,228.0,아르떼뮤지엄제주,7,63,2023-12-11,16.833333333333332,20,14,60,4,2023-12-11 00:00:00,December,0,winter,,,374.49258
3662,407.0,카멜리아힐,3,35,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,374.00134
4121,458.0,함덕해수욕장,8,80,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,371.5601
3660,407.0,카멜리아힐,3,33,2023-12-17,5.0,6,4,90,4,2023-12-17 00:00:00,December,6,winter,,,368.46082
3661,407.0,카멜리아힐,3,34,2023-12-19,5.5,7,4,40,4,2023-12-19 00:00:00,December,1,winter,,,368.4458
4120,458.0,함덕해수욕장,8,79,2023-12-19,5.5,7,4,40,4,2023-12-19 00:00:00,December,1,winter,,,365.66574
3659,407.0,카멜리아힐,3,32,2023-12-16,8.0,8,8,90,4,2023-12-16 00:00:00,December,5,winter,,,363.6956
1589,177.0,성산일출봉,2,23,2023-12-16,7.5,8,7,90,4,2023-12-16 00:00:00,December,5,winter,,,363.3617
3656,407.0,카멜리아힐,3,29,2023-12-13,14.041666666666666,17,11,30,4,2023-12-13 00:00:00,December,2,winter,,,363.15454
2045,228.0,아르떼뮤지엄제주,7,65,2023-12-13,13.041666666666666,16,11,30,4,2023-12-13 00:00:00,December,2,winter,,,361.77878
3654,407.0,카멜리아힐,3,27,2023-12-11,17.166666666666668,19,14,63,4,2023-12-11 00:00:00,December,0,winter,,,354.93835
3655,407.0,카멜리아힐,3,28,2023-12-12,12.958333333333334,14,12,60,4,2023-12-12 00:00:00,December,1,winter,,,353.23627
1588,177.0,성산일출봉,2,22,2023-12-15,19.5,21,18,90,4,2023-12-15 00:00:00,December,4,winter,,,350.32776
3658,407.0,카멜리아힐,3,31,2023-12-15,18.5,22,15,90,4,2023-12-15 00:00:00,December,4,winter,,,349.57138
4175,464.0,협재해수욕장,10,98,2023-12-20,6.5,8,5,40,4,2023-12-20 00:00:00,December,2,winter,,,343.5436
4119,458.0,함덕해수욕장,8,78,2023-12-17,5.0,6,4,90,4,2023-12-17 00:00:00,December,6,winter,,,341.60214
1590,177.0,성산일출봉,2,24,2023-12-17,4.5,6,3,90,4,2023-12-17 00:00:00,December,6,winter,,,329.74493
3657,407.0,카멜리아힐,3,30,2023-12-14,17.791666666666668,19,14,30,4,2023-12-14 00:00:00,December,3,winter,,,322.09323
2675,298.0,이호테우해변,11,101,2023-12-13,13.333333333333334,16,11,30,4,2023-12-13 00:00:00,December,2,winter,,,321.21713
4174,464.0,협재해수욕장,10,97,2023-12-19,6.0,7,5,40,4,2023-12-19 00:00:00,December,1,winter,,,320.48734
2673,298.0,이호테우해변,11,99,2023-12-11,17.75,20,15,65,4,2023-12-11 00:00:00,December,0,winter,,,319.45975
2676,298.0,이호테우해변,11,102,2023-12-14,16.25,18,13,30,4,2023-12-14 00:00:00,December,3,winter,,,316.71048
2296,256.0,오설록티뮤지엄,3,28,2023-12-12,12.958333333333334,14,12,60,4,2023-12-12 00:00:00,December,1,winter,,,316.13
2295,256.0,오설록티뮤지엄,3,27,2023-12-11,17.166666666666668,19,14,63,4,2023-12-11 00:00:00,December,0,winter,,,315.45743
2297,256.0,오설록티뮤지엄,3,29,2023-12-13,14.041666666666666,17,11,30,4,2023-12-13 00:00:00,December,2,winter,,,313.37396
2298,256.0,오설록티뮤지엄,3,30,2023-12-14,17.791666666666668,19,14,30,4,2023-12-14 00:00:00,December,3,winter,,,311.75458
4118,458.0,함덕해수욕장,8,77,2023-12-16,8.0,8,8,90,4,2023-12-16 00:00:00,December,5,winter,,,307.78336
2677,298.0,이호테우해변,11,103,2023-12-15,18.5,22,15,90,4,2023-12-15 00:00:00,December,4,winter,,,306.76608
2299,256.0,오설록티뮤지엄,3,31,2023-12-15,18.5,22,15,90,4,2023-12-15 00:00:00,December,4,winter,,,306.5104
2300,256.0,오설록티뮤지엄,3,32,2023-12-16,8.0,8,8,90,4,2023-12-16 00:00:00,December,5,winter,,,300.16455
2301,256.0,오설록티뮤지엄,3,33,2023-12-17,5.0,6,4,90,4,2023-12-17 00:00:00,December,6,winter,,,299.33417
1541,172.0,섭지코지,2,20,2023-12-13,14.5,16,12,30,4,2023-12-13 00:00:00,December,2,winter,,,298.8724
1542,172.0,섭지코지,2,21,2023-12-14,17.875,20,14,30,4,2023-12-14 00:00:00,December,3,winter,,,298.5668
1540,172.0,섭지코지,2,19,2023-12-12,13.5,15,12,30,4,2023-12-12 00:00:00,December,1,winter,,,298.24
2302,256.0,오설록티뮤지엄,3,34,2023-12-19,5.5,7,4,40,4,2023-12-19 00:00:00,December,1,winter,,,296.59744
1539,172.0,섭지코지,2,18,2023-12-11,17.75,20,15,65,4,2023-12-11 00:00:00,December,0,winter,,,295.25418
2303,256.0,오설록티뮤지엄,3,35,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,294.89523
764,85.0,동백포레스트,0,8,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,286.88498
763,85.0,동백포레스트,0,7,2023-12-19,5.5,7,4,40,4,2023-12-19 00:00:00,December,1,winter,,,286.25256
3989,444.0,한라산둘레길사려니숲길,8,74,2023-12-13,13.25,15,11,30,4,2023-12-13 00:00:00,December,2,winter,,,286.1053
3987,444.0,한라산둘레길사려니숲길,8,72,2023-12-11,16.666666666666668,18,14,61,4,2023-12-11 00:00:00,December,0,winter,,,286.0291
3990,444.0,한라산둘레길사려니숲길,8,75,2023-12-14,16.125,18,13,30,4,2023-12-14 00:00:00,December,3,winter,,,285.43832
762,85.0,동백포레스트,0,6,2023-12-17,5.0,6,4,90,4,2023-12-17 00:00:00,December,6,winter,,,285.31805
1339,149.0,새별오름,7,70,2023-12-19,5.5,7,4,40,4,2023-12-19 00:00:00,December,1,winter,,,285.1383
3988,444.0,한라산둘레길사려니숲길,8,73,2023-12-12,12.416666666666666,14,12,60,4,2023-12-12 00:00:00,December,1,winter,,,284.5246
4173,464.0,협재해수욕장,10,96,2023-12-17,5.0,6,4,90,4,2023-12-17 00:00:00,December,6,winter,,,282.41858
1340,149.0,새별오름,7,71,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,277.36008
1547,172.0,섭지코지,2,26,2023-12-20,5.0,8,2,40,4,2023-12-20 00:00:00,December,2,winter,,,269.76816
1546,172.0,섭지코지,2,25,2023-12-19,4.5,7,2,40,4,2023-12-19 00:00:00,December,1,winter,,,269.13574
1545,172.0,섭지코지,2,24,2023-12-17,4.5,6,3,90,4,2023-12-17 00:00:00,December,6,winter,,,266.40945
2674,298.0,이호테우해변,11,100,2023-12-12,12.791666666666666,14,12,60,4,2023-12-12 00:00:00,December,1,winter,,,261.52432
1544,172.0,섭지코지,2,23,2023-12-16,7.5,8,7,90,4,2023-12-16 00:00:00,December,5,winter,,,258.3808
761,85.0,동백포레스트,0,5,2023-12-16,8.0,8,8,90,4,2023-12-16 00:00:00,December,5,winter,,,255.79977
1543,172.0,섭지코지,2,22,2023-12-15,19.5,21,18,90,4,2023-12-15 00:00:00,December,4,winter,,,251.64162
3995,444.0,한라산둘레길사려니숲길,8,80,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,247.80128
237,27.0,곽지해수욕장,7,66,2023-12-14,16.583333333333332,19,12,30,4,2023-12-14 00:00:00,December,3,winter,,,247.16547
4172,464.0,협재해수욕장,10,95,2023-12-16,7.5,8,7,90,4,2023-12-16 00:00:00,December,5,winter,,,244.97072
3994,444.0,한라산둘레길사려니숲길,8,79,2023-12-19,5.5,7,4,40,4,2023-12-19 00:00:00,December,1,winter,,,244.21956
2843,316.0,제주동백수목원,0,8,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,242.91408
2842,316.0,제주동백수목원,0,7,2023-12-19,5.5,7,4,40,4,2023-12-19 00:00:00,December,1,winter,,,242.28166
2681,298.0,이호테우해변,11,107,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,241.92473
3991,444.0,한라산둘레길사려니숲길,8,76,2023-12-15,18.5,22,15,90,4,2023-12-15 00:00:00,December,4,winter,,,240.10237
3993,444.0,한라산둘레길사려니숲길,8,78,2023-12-17,5.0,6,4,90,4,2023-12-17 00:00:00,December,6,winter,,,235.6934
1335,149.0,새별오름,7,66,2023-12-14,16.583333333333332,19,12,30,4,2023-12-14 00:00:00,December,3,winter,,,234.46173
2841,316.0,제주동백수목원,0,6,2023-12-17,5.0,6,4,90,4,2023-12-17 00:00:00,December,6,winter,,,233.6838
2680,298.0,이호테우해변,11,106,2023-12-19,5.5,7,4,40,4,2023-12-19 00:00:00,December,1,winter,,,232.76732
2075,231.0,아쿠아플라넷제주,2,23,2023-12-16,7.5,8,7,90,4,2023-12-16 00:00:00,December,5,winter,,,232.7388
3431,382.0,주상절리대,5,47,2023-12-13,15.0,17,13,30,4,2023-12-13 00:00:00,December,2,winter,,,226.1861
3430,382.0,주상절리대,5,46,2023-12-12,15.208333333333334,17,13,30,4,2023-12-12 00:00:00,December,1,winter,,,225.55368
2071,231.0,아쿠아플라넷제주,2,19,2023-12-12,13.5,15,12,30,4,2023-12-12 00:00:00,December,1,winter,,,224.83867
2072,231.0,아쿠아플라넷제주,2,20,2023-12-13,14.5,16,12,30,4,2023-12-13 00:00:00,December,2,winter,,,223.1789
2076,231.0,아쿠아플라넷제주,2,24,2023-12-17,4.5,6,3,90,4,2023-12-17 00:00:00,December,6,winter,,,222.5684
3992,444.0,한라산둘레길사려니숲길,8,77,2023-12-16,8.0,8,8,90,4,2023-12-16 00:00:00,December,5,winter,,,222.13243
2078,231.0,아쿠아플라넷제주,2,26,2023-12-20,5.0,8,2,40,4,2023-12-20 00:00:00,December,2,winter,,,221.07426
2073,231.0,아쿠아플라넷제주,2,21,2023-12-14,17.875,20,14,30,4,2023-12-14 00:00:00,December,3,winter,,,219.49113
2077,231.0,아쿠아플라넷제주,2,25,2023-12-19,4.5,7,2,40,4,2023-12-19 00:00:00,December,1,winter,,,217.31157
1334,149.0,새별오름,7,65,2023-12-13,13.041666666666666,16,11,30,4,2023-12-13 00:00:00,December,2,winter,,,213.877
1110,124.0,비자림,6,57,2023-12-14,16.833333333333332,19,13,30,4,2023-12-14 00:00:00,December,3,winter,,,212.95042
236,27.0,곽지해수욕장,7,65,2023-12-13,13.041666666666666,16,11,30,4,2023-12-13 00:00:00,December,2,winter,,,212.93318
3595,400.0,천지연폭포,5,49,2023-12-15,18.5,22,15,90,4,2023-12-15 00:00:00,December,4,winter,,,212.7355
3432,382.0,주상절리대,5,48,2023-12-14,18.95833333333333,21,15,60,4,2023-12-14 00:00:00,December,3,winter,,,212.4842
234,27.0,곽지해수욕장,7,63,2023-12-11,16.833333333333332,20,14,60,4,2023-12-11 00:00:00,December,0,winter,,,210.68849
2070,231.0,아쿠아플라넷제주,2,18,2023-12-11,17.75,20,15,65,4,2023-12-11 00:00:00,December,0,winter,,,210.16354
2074,231.0,아쿠아플라넷제주,2,22,2023-12-15,19.5,21,18,90,4,2023-12-15 00:00:00,December,4,winter,,,207.50009
1111,124.0,비자림,6,58,2023-12-15,19.5,21,18,90,4,2023-12-15 00:00:00,December,4,winter,,,207.1541
758,85.0,동백포레스트,0,2,2023-12-13,13.625,16,11,30,4,2023-12-13 00:00:00,December,2,winter,,,207.06862
1108,124.0,비자림,6,55,2023-12-12,12.666666666666666,14,12,30,4,2023-12-12 00:00:00,December,1,winter,,,206.90013
757,85.0,동백포레스트,0,1,2023-12-12,13.791666666666666,15,12,30,4,2023-12-12 00:00:00,December,1,winter,,,206.4362
1786,199.0,쇠소깍,5,49,2023-12-15,18.5,22,15,90,4,2023-12-15 00:00:00,December,4,winter,,,205.37262
1784,199.0,쇠소깍,5,47,2023-12-13,15.0,17,13,30,4,2023-12-13 00:00:00,December,2,winter,,,205.23637
1783,199.0,쇠소깍,5,46,2023-12-12,15.208333333333334,17,13,30,4,2023-12-12 00:00:00,December,1,winter,,,204.60396
1107,124.0,비자림,6,54,2023-12-11,16.75,19,14,64,4,2023-12-11 00:00:00,December,0,winter,,,204.3545
3591,400.0,천지연폭포,5,45,2023-12-11,18.416666666666668,20,16,89,4,2023-12-11 00:00:00,December,0,winter,,,203.72911
759,85.0,동백포레스트,0,3,2023-12-14,17.625,20,14,60,4,2023-12-14 00:00:00,December,3,winter,,,203.60919
760,85.0,동백포레스트,0,4,2023-12-15,18.5,22,15,90,4,2023-12-15 00:00:00,December,4,winter,,,202.25179
1109,124.0,비자림,6,56,2023-12-13,13.583333333333334,15,11,30,4,2023-12-13 00:00:00,December,2,winter,,,201.83992
756,85.0,동백포레스트,0,0,2023-12-11,17.666666666666668,20,15,85,4,2023-12-11 00:00:00,December,0,winter,,,201.82443
1782,199.0,쇠소깍,5,45,2023-12-11,18.416666666666668,20,16,89,4,2023-12-11 00:00:00,December,0,winter,,,196.75333
2406,268.0,용두암,11,102,2023-12-14,16.25,18,13,30,4,2023-12-14 00:00:00,December,3,winter,,,194.05241
2405,268.0,용두암,11,101,2023-12-13,13.333333333333334,16,11,30,4,2023-12-13 00:00:00,December,2,winter,,,193.73958
3594,400.0,천지연폭포,5,48,2023-12-14,18.95833333333333,21,15,60,4,2023-12-14 00:00:00,December,3,winter,,,193.33688
1785,199.0,쇠소깍,5,48,2023-12-14,18.95833333333333,21,15,60,4,2023-12-14 00:00:00,December,3,winter,,,190.64607
445,50.0,김녕해수욕장,6,58,2023-12-15,19.5,21,18,90,4,2023-12-15 00:00:00,December,4,winter,,,190.60924
238,27.0,곽지해수욕장,7,67,2023-12-15,18.5,22,15,90,4,2023-12-15 00:00:00,December,4,winter,,,190.45901
1946,217.0,신창풍차해안도로,9,83,2023-12-13,13.458333333333334,16,11,30,4,2023-12-13 00:00:00,December,2,winter,,,190.05934
1945,217.0,신창풍차해안도로,9,82,2023-12-12,12.583333333333334,14,11,30,4,2023-12-12 00:00:00,December,1,winter,,,189.42693
1952,217.0,신창풍차해안도로,9,89,2023-12-20,6.5,8,5,40,4,2023-12-20 00:00:00,December,2,winter,,,189.09538
1951,217.0,신창풍차해안도로,9,88,2023-12-19,6.0,7,5,40,4,2023-12-19 00:00:00,December,1,winter,,,188.46297
3433,382.0,주상절리대,5,49,2023-12-15,18.5,22,15,90,4,2023-12-15 00:00:00,December,4,winter,,,185.95102
1906,212.0,스누피가든,6,61,2023-12-19,4.5,7,2,40,4,2023-12-19 00:00:00,December,1,winter,,,185.88153
1112,124.0,비자림,6,59,2023-12-16,7.5,8,7,90,4,2023-12-16 00:00:00,December,5,winter,,,185.09698
2837,316.0,제주동백수목원,0,2,2023-12-13,13.625,16,11,30,4,2023-12-13 00:00:00,December,2,winter,,,184.40434
441,50.0,김녕해수욕장,6,54,2023-12-11,16.75,19,14,64,4,2023-12-11 00:00:00,December,0,winter,,,184.24042
1332,149.0,새별오름,7,63,2023-12-11,16.833333333333332,20,14,60,4,2023-12-11 00:00:00,December,0,winter,,,183.78734
2836,316.0,제주동백수목원,0,1,2023-12-12,13.791666666666666,15,12,30,4,2023-12-12 00:00:00,December,1,winter,,,183.77193
444,50.0,김녕해수욕장,6,57,2023-12-14,16.833333333333332,19,13,30,4,2023-12-14 00:00:00,December,3,winter,,,183.64957
3429,382.0,주상절리대,5,45,2023-12-11,18.416666666666668,20,16,89,4,2023-12-11 00:00:00,December,0,winter,,,183.06116
1899,212.0,스누피가든,6,54,2023-12-11,16.75,19,14,64,4,2023-12-11 00:00:00,December,0,winter,,,182.51904
404,45.0,금오름,10,98,2023-12-20,6.5,8,5,40,4,2023-12-20 00:00:00,December,2,winter,,,182.10286
1114,124.0,비자림,6,61,2023-12-19,4.5,7,2,40,4,2023-12-19 00:00:00,December,1,winter,,,181.23949
3434,382.0,주상절리대,5,50,2023-12-16,8.0,8,8,90,4,2023-12-16 00:00:00,December,5,winter,,,180.24199
1338,149.0,새별오름,7,69,2023-12-17,5.0,6,4,90,4,2023-12-17 00:00:00,December,6,winter,,,180.07028
398,45.0,금오름,10,92,2023-12-13,12.875,16,10,30,4,2023-12-13 00:00:00,December,2,winter,,,179.66809
1944,217.0,신창풍차해안도로,9,81,2023-12-11,16.666666666666668,19,14,60,4,2023-12-11 00:00:00,December,0,winter,,,178.99738
3437,382.0,주상절리대,5,53,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,178.25804
1947,217.0,신창풍차해안도로,9,84,2023-12-14,17.416666666666668,19,13,60,4,2023-12-14 00:00:00,December,3,winter,,,177.8793
403,45.0,금오름,10,97,2023-12-19,6.0,7,5,40,4,2023-12-19 00:00:00,December,1,winter,,,176.87413
3436,382.0,주상절리대,5,52,2023-12-19,5.5,7,4,40,4,2023-12-19 00:00:00,December,1,winter,,,176.11311
3435,382.0,주상절리대,5,51,2023-12-17,5.0,6,4,90,4,2023-12-17 00:00:00,December,6,winter,,,176.03459
1615,180.0,성산포종합여객터미널,2,22,2023-12-15,19.5,21,18,90,4,2023-12-15 00:00:00,December,4,winter,,,174.94759
235,27.0,곽지해수욕장,7,64,2023-12-12,12.041666666666666,14,11,60,4,2023-12-12 00:00:00,December,1,winter,,,174.58234
1333,149.0,새별오름,7,64,2023-12-12,12.041666666666666,14,11,60,4,2023-12-12 00:00:00,December,1,winter,,,174.22568
2409,268.0,용두암,11,105,2023-12-17,5.0,6,4,90,4,2023-12-17 00:00:00,December,6,winter,,,172.64342
240,27.0,곽지해수욕장,7,69,2023-12-17,5.0,6,4,90,4,2023-12-17 00:00:00,December,6,winter,,,172.62848
2679,298.0,이호테우해변,11,105,2023-12-17,5.0,6,4,90,4,2023-12-17 00:00:00,December,6,winter,,,172.40648
2429,270.0,용머리해안,3,35,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,172.31209
1115,124.0,비자림,6,62,2023-12-20,5.0,8,2,40,4,2023-12-20 00:00:00,December,2,winter,,,171.8801
241,27.0,곽지해수욕장,7,70,2023-12-19,5.5,7,4,40,4,2023-12-19 00:00:00,December,1,winter,,,171.39754
1125,126.0,빛의벙커,2,18,2023-12-11,17.75,20,15,65,4,2023-12-11 00:00:00,December,0,winter,,,170.75569
1950,217.0,신창풍차해안도로,9,87,2023-12-17,5.0,6,4,90,4,2023-12-17 00:00:00,December,6,winter,,,169.15308
1900,212.0,스누피가든,6,55,2023-12-12,12.666666666666666,14,12,30,4,2023-12-12 00:00:00,December,1,winter,,,168.99391
1907,212.0,스누피가든,6,62,2023-12-20,5.0,8,2,40,4,2023-12-20 00:00:00,December,2,winter,,,168.8377
2404,268.0,용두암,11,100,2023-12-12,12.791666666666666,14,12,60,4,2023-12-12 00:00:00,December,1,winter,,,168.79488
242,27.0,곽지해수욕장,7,71,2023-12-20,6.0,8,4,40,4,2023-12-20 00:00:00,December,2,winter,,,168.37793
2428,270.0,용머리해안,3,34,2023-12-19,5.5,7,4,40,4,2023-12-19 00:00:00,December,1,winter,,,167.4734
27,4.0,9.81파크,7,63,2023-12-11,16.833333333333332,20,14,60,4,2023-12-11 00:00:00,December,0,winter,,,167.20021
2740,305.0,정방폭포,5,49,2023-12-15,18.5,22,15,90,4,2023-12-15 00:00:00,December,4,winter,,,167.00044
2423,270.0,용머리해안,3,29,2023-12-13,14.041666666666666,17,11,30,4,2023-12-13 00:00:00,December,2,winter,,,166.94518
30,4.0,9.81파크,7,66,2023-12-14,16.583333333333332,19,12,30,4,2023-12-14 00:00:00,December,3,winter,,,166.55917
2840,316.0,제주동백수목원,0,5,2023-12-16,8.0,8,8,90,4,2023-12-16 00:00:00,December,5,winter,,,165.13887
1902,212.0,스누피가든,6,57,2023-12-14,16.833333333333332,19,13,30,4,2023-12-14 00:00:00,December,3,winter,,,165.12823
1614,180.0,성산포종합여객터미널,2,21,2023-12-14,17.875,20,14,30,4,2023-12-14 00:00:00,December,3,winter,,,164.45758
1949,217.0,신창풍차해안도로,9,86,2023-12-16,7.5,8,7,90,4,2023-12-16 00:00:00,December,5,winter,,,164.25684
1901,212.0,스누피가든,6,56,2023-12-13,13.583333333333334,15,11,30,4,2023-12-13 00:00:00,December,2,winter,,,163.06801
2838,316.0,제주동백수목원,0,3,2023-12-14,17.625,20,14,60,4,2023-12-14 00:00:00,December,3,winter,,,162.79991
2424,270.0,용머리해안,3,30,2023-12-14,17.791666666666668,19,14,30,4,2023-12-14 00:00:00,December,3,winter,,,162.62958
2542,283.0,월정리해변,6,58,2023-12-15,19.5,21,18,90,4,2023-12-15 00:00:00,December,4,winter,,,162.06824
29,4.0,9.81파크,7,65,2023-12-13,13.041666666666666,16,11,30,4,2023-12-13 00:00:00,December,2,winter,,,162.0678
2422,270.0,용머리해안,3,28,2023-12-12,12.958333333333334,14,12,60,4,2023-12-12 00:00:00,December,1,winter,,,161.62585
1337,149.0,새별오름,7,68,2023-12-16,8.0,8,8,90,4,2023-12-16 00:00:00,December,5,winter,,,161.48361
3593,400.0,천지연폭포,5,47,2023-12-13,15.0,17,13,30,4,2023-12-13 00:00:00,December,2,winter,,,161.00732
2678,298.0,이호테우해변,11,104,2023-12-16,8.0,8,8,90,4,2023-12-16 00:00:00,December,5,winter,,,160.52293
2403,268.0,용두암,11,99,2023-12-11,17.75,20,15,65,4,2023-12-11 00:00:00,December,0,winter,,,160.26524
3451,384.0,중문색달해변,5,49,2023-12-15,18.5,22,15,90,4,2023-12-15 00:00:00,December,4,winter,,,159.9703
2407,268.0,용두암,11,103,2023-12-15,18.5,22,15,90,4,2023-12-15 00:00:00,December,4,winter,,,159.36803
3592,400.0,천지연폭포,5,46,2023-12-12,15.208333333333334,17,13,30,4,2023-12-12 00:00:00,December,1,winter,,,159.02579
399,45.0,금오름,10,93,2023-12-14,16.833333333333332,19,12,30,4,2023-12-14 00:00:00,December,3,winter,,,158.6831
2541,283.0,월정리해변,6,57,2023-12-14,16.833333333333332,19,13,30,4,2023-12-14 00:00:00,December,3,winter,,,158.3282
1948,217.0,신창풍차해안도로,9,85,2023-12-15,18.0,19,17,90,4,2023-12-15 00:00:00,December,4,winter,,,157.46306
